Fips_Code_Final,phd1,county,PCT_OBESE_ADULTS,PCT_OBESE_CHILD09,Mamm_Sites,bcallbk,wealthbk,rentbk,nocarbk,crowdbk,bcallw,wealthwt,rentwt,nocarwt,crowdwt,Iblack2000,Iwhite2000,GINI2000,THEIL1990,Per_Low_Literacy,Per_Rep_04,Per_Rep_08,Av_Per_Rep,Per_Dem_04,Per_Dem_08,Av_Per_Dem,B_Infant_Mort_Rate_99_08,W_Infant_Mort_Rate_99_08,TOTPOP_2005,MEDIAN_AGE,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE,MEDIAN_AGE_AFRICAN_AMER,MEDIAN_AGE_AFR_AM_MALE,MEDIAN_AGE_AFR_AM_FEMALE,MEDIAN_AGE_HISPANIC,MEDIAN_AGE_HISPANIC_MALE,MEDIAN_AGE_HISPANIC_FEMALE,MEDIAN_AGE_WHITE_NON_HISPANIC,MEDIAN_AGE_WHITE_NON_HISP_MALE,MEDIAN_AGE_WHITE_NON_HISP_FMLE,PERCNT_TOT_POPULATION_ONE_RACE,PERCNT_WHITE_POPULATION,PERCNT_AFRICAN_AM_POP,PERCNT_HISPANIC_POP,PERCNT_FOREIGN_BORN_POP,PERCNT_URBAN_POP,PERCNT_MEDCR_ADV_PENETRATN,PERCNT_MEDCAR_DRUG_PENETRTN,PERCAP_INCOME,PERCNT_DIVORCED_FEMALES,PERCNT_LT65_NO_HLTH_INS,PERCNT_MALES_LT65_NO_HLTH_INS,PERCNT_FEMALES_LT65_NO_HLTH_INS,UNEMPLOYMENT_RATE,PERCNT_AGR_FRST_MIN_WRLR,PERCNT_CONTRUCT_WRKR,PERCNT_HLTH_SOCSRV_WRKR,PERCNT_MANUF_WRKR,PERCNT_WHCOLLAR_WRKR,HPSA_PC_WHOLECO,HPSA_PC_PARTCO,HPSA_DENT_WHOLECO,HPSA_DENT_PARTCO,HPSA_MH_WHOLECO,HPSA_MH_PARTCO,FARM_DEPENDENT,MINING_DEPENDENT,MFG_DEPENDENT,GOVT_DEPENDENT,SERVICE_DEPENDENT,NONSPEC_DEPENDENT,HOUSING_STRESS,LOW_EDUC,LOW_EMPLOY,PERSIST_POVERTY,POP_LOSS,NONMETRO_RECREAT,RETIRE_DESTINATION,RATE_ACTMDS_FEDNONFED,RATE_ACTMDS_NONFED,RATE_MDS_TOT_PTCARE_NONFED,RATE_MDS_PC_OFFBASED,RATE_MDS_PC_HOSP_RES,RATE_MDS_PC_HOSP_FT,RATE_MDS_GP_TOT_PC,RATE_MDS_TOT_GP_OFFBASED,RATE_MDS_TOT_GP_PC,RATE_MDS_GP_PC_OFFBASED,RATE_MDS_GP_PC_HOSP_FT,RATE_MDS_FM_TOT_PC,RATE_MDS_TOT_FM_OFFBASED,RATE_MDS_TOT_FM_HOSP_RES,RATE_MDS_TOT_FM_HOSP_FT,RATE_MDS_SPEC_TOT_PC,RATE_MDS_TOT_SPEC_OFFBASED,RATE_MDS_TOT_SPEC_HOSP_RES,RATE_MDS_TOT_SPEC_HOSP_FT,RATE_ALLERGIST_TOT_PC,RATE_CARDIO_TOT_PC,RATE_DERM_TOT_PC,RATE_GASTRO_TOT_PC,RATE_INTMED_TOT_PC,RATE_INTMED_SPEC_TOT_PC,RATE_PEDS_TOT_PC,RATE_PEDS_SPEC_TOT_PC,RATE_PEDS_CARDIO_TOT_PC,RATE_PULM_TOT_PC,RATE_SURG_SPEC_TOT_PC,RATE_SURG_GEN_TOT_PC,RATE_NEURSURG_TOT_PC,RATE_OBGYN_TOT_PC,RATE_OBGYN_SPEC_TOT_PC,RATE_OPTH_TOT_PC,RATE_ORTHOSURG_TOT_PC,RATE_OTOLARYN_TOT_PC,RATE_PLASTIC_TOT_PC,RATE_COLONSURG_TOT_PC,RATE_THORSURG_TOT_PC,RATE_UROL_TOT_PC,RATE_OTHSPEC_TOT_PC,RATE_ANEST_TOT_PC,RATE_CHPSYCH_TOT_PC,RATE_DGRADIOL_TOT_PC,RATE_EMERG_TOT_PC,RATE_NEURO_TOT_PC,RATE_NUCMED_TOT_PC,RATE_OCCMED_TOT_PC,RATE_OCCMED_OFFBASED_PC,RATE_PSYCH_TOT_PC,RATE_PATH_TOT_PC,RATE_PHYSMED_TOT_PC,RATE_PREVMED_TOT_PC,RATE_RADIOL_TOT_PC,RATE_RADONC_TOT_PC,RATE_MDS_TOT_PC_HOSP_FT,RATE_MDS_TOT_OTH_ACT,RATE_MDS_TOT_INACTIVE,RATE_MDS_TOT_GP_HSP_FT,RATE_MDS_TOT_GP_OTH_ACT,RATE_MDS_INTMED_HSP_FT,RATE_MDS_PEDS_HSP_FT,RATE_MDS_OTHMED_HSP_FT,RATE_MDS_GENSURG_HSP_FT,RATE_MDS_OTHSURG_HSP_FT,RATE_MDS_PHYCH_HSP_FT,RATE_MDS_OTHSPEC_HSP_FT,PERCENT_MDS_MALE,PERCENT_MDS_FEMALE,PERCENT_MDS_UNDER_45YR,PERCENT_MDS_45_64YR,PERCENT_MDS_OLDER_65YR,PERCENT_TOT_GPS_UNDER_45YR,PERCENT_TOT_GPS_45_64YR,PERCENT_TOT_GPS_OLDER_65YR,PERCENT_GEN_PRAC_UNDER_45YR,PERCENT_GEN_PRAC_45_64YR,PERCENT_GEN_PRAC_OLDER_65YR,PERCENT_FAM_MED_UNDER_45YR,PERCENT_FAM_MED_45_64YR,PERCENT_FAM_MED_OLDER_65YR,PERCENT_FM_SPEC_UNDER_45YR,PERCENT_FM_SPEC_45_64YR,PERCENT_FM_SPEC_OLDER_65YR,PERCENT_MED_SPEC_UNDER_45YR,PERCENT_MED_SPEC_45_64YR,PERCENT_MED_SPEC_OLDER_65YR,PERCENT_GEN_INTMED_UNDER_45YR,PERCENT_GEN_INTMED_45_64YR,PERCENT_GEN_INTMED_OLDER_65YR,PERCENT_OBGYN_UNDER_45YR,PERCENT_OBGYN_45_64YR,PERCENT_OBGYN_OLDER_65YR,PERCENT_DGRADIOL_UNDER_45YR,PERCENT_DGRADIOL_45_64YR,PERCENT_DGRADIOL_OLDER_65YR,PERCENT_PREVMED_45_64YR,PERCENT_PREVMED_OLDER_65YR,PERCENT_RADIOL_UNDER_45YR,PERCENT_RADIOL_45_64YR,PERCENT_RADIOL_OLDER_65YR,PERCENT_RAD_ONC_UNDER_45YR,PERCENT_RAD_ONC_45_64YR,PERCENT_RAD_ONC_OLDER_65YR,RATE_ACTV_DO_FEDNONFED,RATE_ACTV_DO_NONFED,RATE_ACTV_DO_FED,RATE_DO_TOT_PTCARE,PERCENT_DO_MALE,PERCENT_DO_FEMALE,RATE_TOT_ACTV,RATE_TOT_PRVPRAC,RATE_TOT_STGOV,PERCENT_DENT_PRVPRAC_FT,PERCENT_DENT_PRVPRAC_PT,PERCENT_DENT_MALE,PERCENT_DENT_FEMALE,RATE_ACTV_PA,RATE_PRIMCARE_PA,RATE_SURG_PA,RATE_OTHSPEC_PA,RATE_UNKSPEC_PA,RATE_MIDWIVES,RATE_MIDWIVES_HOSP,RATE_MIDWIVES_PHYSPRAC,RATE_MED_SRG_ADULT_BEDS,RATE_MED_SRG_PED_BEDS,RATE_OBSTET_BEDS,RATE_INTSV_CARE_BEDS,RATE_CARD_INTSV_CARE_BEDS,RATE_NEONAT_INTSV_BEDS,RATE_NEONAT_INTERM_BEDS,RATE_OTH_SPEC_CARE_BEDS,RATE_OTH_INTENSV_CARE_BEDS,RATE_REHAB_CARE_BEDS,RATE_ALC_CHEM_DEPEND_BEDS,RATE_PSYCH_CARE_BEDS,RATE_SKILL_NURS_BEDS,RATE_INTERM_NURS_BEDS,RATE_OTHER_CARE_BEDS,RATE_TOTAL_INPT_BEDS,RATE_SNF_TOT_BEDS,RATE_SNF_CERT_BEDS,RATE_OUTPT_VISITS_GENHOSP,RATE_OUTPT_VISITS_NGHOSP,RATE_ER_VISITS,RATE_OUTPT_VISITS_OTH,RATE_SURG_OPS_INPT,RATE_SURG_OPS_OUTPT,RATE_SURG_OPS_TOTAL,RATE_OP_ROOMS,RATE_ISOLATION_RMS,PERCNT_AA_MALES_65_PLUS,PERCNT_AA_FEMALES_65_PLUS,PERCNT_WH_MALES_65_PLUS,PERCNT_WH_FEMALES_65_PLUS,PERCNT_HISP_MALES_65_PLUS,PERCNT_HISP_FEMALES_65_PLUS,PERCNT_NONENG_SPEAK_OVER18YRS,PERCNT_RURAL_FARM,PERCNT_RURAL_NONFARM,PERCNT_VETERAN_POP,PERCNT_VETERAN_MALE,PERCNT_VETERAN_FEMALE,PERCNT_MEDCAR_ELIG,PERCNT_MEDCAR_ADVNTG_ELIG,PERCNT_MEDCAR_DRUG_ENROL,PERCNT_MEDCR_ENROL_AGED_TOT,PERCNT_MEDCR_ENROL_AGED_HI,PERCNT_MEDCR_ENROL_AGED_SMI,PERCNT_MEDCR_ENROL_DISABL_TOT,PERCNT_MEDCR_ENROL_DISABL_HI,PERCNT_MEDCR_ENROL_DISABL_SMI,PERCNT_MEDCR_ENROL_AGED_DSBL_TOT
49009,49009,"Daggett County, UT",25.00,,.00,.00,.00,.00,.00,.00,.544,.000,.328,.030,.024,.007,.91,.385,.207,10.00,76.15,67.74,71.95,21.64,29.72,25.68,,,943,39.20,39.90,38.40,23.50,24.50,4.50,29.80,31.00,27.50,40.10,41.60,38.90,98.50,94.60,.70,5.10,2.70,.00,6.82,37.43,19041,9.00,27.20,29.30,25.00,5.00,19.90,8.70,11.50,4.20,46.70,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00,.00,.00,.00,,,.00,.00,.00,,,,,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,14.37,12.66,.00,.00,1.13,7.82,92.18,11.13,89.57,10.43,18.66,1.27,6.79,100.00,100.00,100.00,1.38,1.38,1.17,16.86
50005,50005,"Caledonia County, VT",25.00,11.20,3.85,.00,.00,.00,.00,.67,.481,.000,.232,.082,.011,.004,.97,.415,.262,8.00,47.60,37.34,42.47,50.00,60.74,55.37,,445.00,30440,38.50,36.90,39.80,25.80,29.50,21.50,24.80,19.50,30.30,38.80,37.20,40.10,98.90,97.50,.30,.70,2.50,24.50,.00,56.98,27564,11.50,12.20,12.40,12.00,3.80,5.00,6.90,24.50,15.50,55.20,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167.54,160.97,157.69,144.55,.00,13.14,49.28,45.99,6.57,3.29,3.29,42.71,42.71,.00,.00,39.42,32.85,.00,6.57,.00,.00,.00,.00,19.71,3.29,57.14,14.29,.00,.00,39.42,13.14,.00,30.17,.00,6.57,6.57,3.29,.00,.00,.00,.00,3.29,.00,.00,3.29,3.29,.00,.00,.00,.00,3.29,.00,.00,3.29,9.86,.00,3.29,3.29,.00,.00,.00,.00,.00,.00,.00,.00,3.29,.00,72.58,27.42,9.68,64.52,25.81,26.67,66.67,6.67,.00,100.00,.00,30.77,61.54,7.69,,,,.00,92.31,7.69,.00,100.00,.00,.00,100.00,.00,.00,100.00,.00,,,.00,33.33,66.67,,,,6.57,6.57,.00,3.29,100.00,.00,55.85,49.28,.00,73.33,26.67,86.67,13.33,16.43,6.73,3.37,6.73,.00,19.90,13.26,.00,7.60,2.86,4.02,.66,.66,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,8.21,55.85,55.85,3089.82,.00,.00,2551.41,522.34,8876.48,9398.82,9.86,3.29,8.20,.00,12.02,16.96,5.21,3.41,.52,3.68,96.32,10.55,92.08,7.92,17.39,.00,10.41,97.87,97.21,94.24,2.92,2.92,2.53,16.66
8063,8063,"Kit Carson County, CO",24.90,10.90,14.33,.00,.00,.00,.00,.00,.458,.005,.261,.063,.020,.029,.84,.441,.362,12.95,77.70,71.32,74.51,20.80,26.47,23.63,,,7642,37.40,36.00,38.90,35.10,35.10,38.00,24.90,26.90,20.40,40.10,38.80,41.40,99.10,87.30,1.70,13.70,5.80,46.30,3.52,60.82,29158,8.00,26.70,29.60,23.60,3.60,18.90,5.50,20.10,2.80,58.10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.26,39.26,39.26,39.26,.00,.00,39.26,39.26,13.09,13.09,.00,26.17,26.17,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,100.00,.00,50.00,25.00,25.00,66.67,33.33,.00,.00,100.00,.00,100.00,.00,.00,,,,,,,,,,,,,,,,,,,,,,,,.00,.00,.00,.00,,,39.26,39.26,.00,66.67,33.33,100.00,.00,26.17,24.97,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,28.79,48.42,48.42,4471.08,.00,.00,3805.42,392.57,5260.40,5652.97,26.17,13.09,.71,.00,12.05,17.39,2.74,2.41,4.09,21.92,78.08,8.82,96.64,3.36,17.08,.60,11.29,100.00,100.00,100.00,1.81,1.81,1.67,17.56
12071,12071,"Lee County, FL",24.90,15.80,2.50,.65,.00,.49,.20,.13,.582,.034,.191,.046,.014,.425,.87,.468,.346,13.00,59.90,54.86,57.38,39.00,44.41,41.70,1428.60,482.60,544758,45.20,43.50,46.90,26.80,25.10,28.20,25.80,25.50,26.30,50.10,48.50,51.40,98.40,87.70,6.60,9.50,9.20,88.50,7.50,34.63,36577,11.50,27.90,29.40,26.40,2.90,1.10,12.40,17.40,4.80,57.90,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,190.73,186.69,177.14,164.48,1.10,11.56,17.81,15.79,2.75,2.39,.37,14.87,13.22,.00,1.65,64.62,61.31,.18,3.12,.73,5.69,2.94,4.59,22.40,7.53,60.80,13.33,.83,4.22,48.28,9.55,2.75,29.95,7.94,7.53,6.61,2.39,3.30,.18,1.10,3.49,.18,9.18,4.16,6.24,10.10,3.12,.73,.37,.18,6.42,3.12,1.10,.37,1.84,1.28,3.67,.37,.55,.00,.00,.18,.83,.55,.00,.37,.55,1.10,84.86,15.14,22.29,41.32,36.39,21.78,54.46,23.76,6.25,31.25,62.50,25.00,58.33,16.67,.00,100.00,.00,36.67,53.89,9.44,37.60,49.60,12.80,22.00,62.00,16.00,27.78,66.67,5.56,,,20.00,20.00,60.00,14.29,85.71,.00,28.27,27.90,.37,27.54,80.79,19.21,43.69,40.94,.18,83.86,16.14,77.93,22.07,28.27,4.99,6.35,6.12,1.59,8.82,2.21,.88,25.27,3.75,6.54,1.74,1.27,.92,1.65,1.01,.00,1.10,.00,.00,2.06,.00,.00,31.87,40.02,39.72,1852.02,.00,.00,1465.50,4516.13,5504.10,10020.23,8.44,1.65,6.25,7.98,25.08,27.76,4.67,6.35,3.39,.82,99.18,12.03,94.63,5.37,21.19,1.59,7.60,89.22,89.01,86.98,2.13,2.13,1.92,20.49
17093,17093,"Kendall County, IL",24.90,13.80,5.74,.32,.00,.15,.00,.09,.487,.010,.128,.028,.010,.016,.89,.342,.198,6.00,61.00,46.25,53.63,38.20,52.64,45.42,,586.10,79514,34.10,33.40,34.80,31.10,29.60,31.90,23.70,23.20,24.20,35.30,34.70,35.90,98.70,92.90,1.30,7.50,5.30,73.70,12.81,38.25,30972,7.40,14.20,14.30,14.20,4.70,1.30,9.00,16.30,18.50,62.80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47.79,47.79,44.02,40.24,2.52,1.26,8.80,8.80,.00,.00,.00,8.80,8.80,.00,.00,21.38,20.12,.00,1.26,.00,.00,.00,.00,13.83,.00,20.36,4.07,.00,.00,6.29,2.52,1.26,3.41,.00,.00,.00,1.26,.00,.00,.00,.00,.00,.00,.00,1.26,3.77,.00,.00,.00,.00,.00,.00,.00,.00,.00,1.26,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,66.67,33.33,42.86,47.62,9.52,71.43,14.29,14.29,,,,71.43,14.29,14.29,,,,55.56,44.44,.00,54.55,45.45,.00,.00,100.00,.00,100.00,.00,.00,,,,,,.00,100.00,.00,18.86,18.86,.00,13.83,64.29,35.71,38.99,36.47,.00,79.31,20.69,75.86,24.14,15.09,1.83,.00,.00,3.67,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,22.39,11.07,.00,.00,.00,.00,.00,.00,.00,.00,.00,1.54,4.01,7.03,9.72,2.14,2.17,1.80,8.22,91.78,6.18,95.83,4.17,7.20,.92,4.44,100.00,100.00,100.00,.98,.98,.79,8.39
24027,24027,"Howard County, MD",24.90,16.40,2.44,.39,.02,.39,.09,.05,.353,.029,.159,.034,.005,.205,.74,.372,.206,6.00,44.60,38.30,41.45,54.00,60.24,57.12,1040.00,427.20,269457,35.50,34.80,36.10,33.00,31.30,34.40,27.50,26.30,28.80,36.90,36.30,37.40,97.80,74.30,14.40,3.00,11.30,87.40,3.46,33.06,52580,9.60,13.10,14.00,12.20,3.00,.30,5.10,21.70,6.90,80.60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,634.24,600.10,525.50,413.80,66.06,45.65,35.63,33.03,5.20,5.20,.00,30.06,27.46,1.86,.74,235.29,181.85,34.51,18.93,2.60,11.88,1.86,7.42,102.80,28.95,220.17,43.22,4.05,6.31,79.05,15.59,.74,74.68,7.80,11.88,8.16,5.20,3.34,1.11,2.23,3.34,.37,41.19,41.87,15.22,22.27,10.39,1.86,2.23,2.60,39.34,11.88,4.08,1.86,4.08,1.86,23.75,10.02,1.11,.74,.37,1.11,.00,2.60,3.34,2.60,2.23,7.42,58.76,41.24,45.74,44.16,10.11,38.00,52.00,10.00,13.33,40.00,46.67,42.86,53.57,3.57,.00,100.00,.00,51.62,45.29,3.09,55.90,41.67,2.43,48.53,47.06,4.41,40.91,50.00,9.09,,,16.67,66.67,16.67,60.00,40.00,.00,18.18,17.44,.74,16.33,55.56,44.44,138.06,113.93,1.11,85.99,14.01,60.41,39.59,45.65,7.67,4.84,12.51,6.05,12.60,.79,4.73,4.35,.81,3.46,.59,.00,2.01,.00,1.34,.00,.00,.00,.74,.00,.00,.00,7.53,18.37,18.37,471.11,.00,.00,188.01,1445.13,3512.25,4957.38,4.08,7.79,4.57,6.59,6.85,9.12,2.44,4.72,2.51,1.63,98.37,8.00,88.45,11.55,7.58,.26,3.40,100.00,100.00,97.21,.91,.91,.76,8.32
35035,35035,"Otero County, NM",24.90,9.60,2.25,.62,.00,.54,.06,.04,.517,.004,.330,.051,.027,.058,.59,.413,.274,17.00,67.70,58.83,63.27,31.00,39.56,35.28,,599.20,63538,33.80,32.70,34.70,28.30,28.40,28.10,25.90,24.60,26.90,39.20,38.30,40.20,96.40,73.70,3.90,32.20,11.10,70.20,1.06,36.52,21448,10.60,28.20,29.40,27.00,5.20,3.10,9.30,20.10,7.40,50.70,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,102.30,100.73,89.71,84.99,.00,4.72,26.76,25.18,.00,.00,.00,25.18,23.61,.00,1.57,25.18,22.03,.00,3.15,.00,1.57,.00,1.57,9.44,4.72,16.96,5.65,.00,1.57,20.46,4.72,.00,10.72,.00,6.30,1.57,1.57,.00,.00,1.57,1.57,.00,3.15,.00,1.57,6.30,1.57,.00,.00,.00,.00,1.57,.00,.00,.00,1.57,1.57,.00,.00,.00,.00,.00,.00,1.57,.00,.00,.00,.00,82.67,17.33,28.00,50.67,21.33,47.06,52.94,.00,,,,50.00,50.00,.00,.00,100.00,.00,17.65,82.35,.00,14.29,85.71,.00,.00,100.00,.00,.00,100.00,.00,,,,,,.00,.00,100.00,17.31,15.74,1.57,11.02,60.00,40.00,31.48,22.03,.00,78.57,21.43,85.71,14.29,15.74,6.42,1.61,4.82,.00,.00,.00,.00,18.68,.00,10.19,1.89,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,17.31,38.87,38.87,2489.58,.00,.00,2019.12,1769.02,5162.27,6931.29,6.30,3.15,5.11,8.03,9.43,10.84,7.44,7.63,5.33,2.85,97.15,12.70,90.07,9.93,14.06,.15,5.69,100.00,100.00,97.40,2.05,2.05,1.86,13.68
41061,41061,"Union County, OR",24.90,11.10,4.36,.00,.00,.00,.00,.00,.480,.001,.293,.072,.022,.008,.94,.433,.303,10.00,65.70,60.68,63.19,32.80,37.00,34.90,,586.10,24540,37.70,36.30,38.80,23.00,22.90,23.50,21.50,21.90,21.10,38.90,37.80,39.90,98.30,94.30,.50,2.40,2.70,57.80,4.03,63.79,27522,12.10,17.80,19.60,16.10,6.90,7.30,5.00,24.00,13.30,54.90,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,179.30,179.30,175.22,171.15,.00,4.07,28.52,28.52,.00,.00,.00,28.52,28.52,.00,.00,40.75,40.75,.00,.00,.00,.00,.00,.00,24.45,4.07,53.20,.00,.00,.00,44.82,12.22,.00,26.51,.00,4.07,12.22,4.07,.00,.00,.00,4.07,.00,12.22,35.47,12.22,8.15,.00,.00,.00,.00,8.15,8.15,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,83.67,16.33,16.33,77.55,6.12,42.86,57.14,.00,,,,42.86,57.14,.00,,,,20.00,80.00,.00,.00,100.00,.00,33.33,66.67,.00,.00,100.00,.00,,,,,,,,,4.07,4.07,.00,4.07,100.00,.00,36.67,36.67,.00,100.00,.00,77.78,22.22,.00,.00,.00,.00,4.08,7.95,.00,.00,11.40,.00,5.30,1.63,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,10.19,62.75,62.75,1929.01,.00,.00,1499.80,2408.31,5456.40,7864.71,20.37,8.15,3.45,9.62,13.10,16.73,2.46,3.03,.88,14.93,85.07,10.91,88.43,11.57,18.50,.75,12.52,100.00,100.00,100.00,2.38,2.38,2.18,17.68
51019,51019,"Bedford County, VA",24.90,,1.77,.49,.02,.17,.14,.01,.506,.013,.122,.033,.009,.080,.92,.413,.329,10.00,69.80,68.22,69.01,29.00,30.78,29.89,,405.90,65286,39.70,39.30,40.10,39.60,39.10,40.20,28.60,23.50,31.50,39.90,39.50,40.30,99.30,92.20,6.20,.70,1.80,15.30,4.02,48.74,32333,7.70,16.20,16.60,15.80,3.10,1.70,9.20,16.40,20.80,57.40,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,105.69,104.16,101.09,93.44,1.53,6.13,47.48,42.89,3.06,1.53,1.53,44.42,41.36,1.53,1.53,12.25,10.72,.00,1.53,.00,.00,1.53,.00,6.13,.00,19.99,.00,.00,.00,19.91,6.13,.00,18.19,.00,3.06,.00,.00,1.53,.00,.00,3.06,.00,6.13,13.33,3.06,4.60,.00,.00,.00,.00,1.53,.00,.00,.00,1.53,1.53,1.53,.00,.00,.00,.00,.00,.00,.00,.00,.00,1.53,.00,78.49,21.51,20.43,45.16,34.41,43.75,46.88,9.38,.00,100.00,.00,46.67,43.33,10.00,,,,.00,88.89,11.11,.00,100.00,.00,25.00,75.00,.00,.00,50.00,50.00,,,.00,100.00,.00,100.00,.00,.00,9.19,9.19,.00,4.60,33.33,66.67,33.70,33.70,.00,77.27,22.73,95.45,4.55,7.66,4.97,4.97,9.94,1.66,9.88,.00,6.59,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,11.26,14.94,11.79,13.79,6.57,6.98,.36,2.67,97.33,10.35,96.61,3.39,17.02,.68,9.36,100.00,100.00,100.00,2.78,2.78,2.43,16.09
17097,17097,"Lake County, IL",24.80,16.80,4.52,.54,.02,.53,.14,.08,.446,.114,.128,.037,.010,.283,.82,.458,.375,11.00,50.50,42.90,46.70,48.80,55.86,52.33,1006.40,471.80,702682,33.80,32.50,34.90,26.80,25.00,28.40,23.50,23.60,23.40,37.20,36.30,38.00,98.00,80.10,6.90,14.40,14.80,98.30,.49,47.21,48906,9.20,15.90,16.80,14.90,4.50,.30,6.10,16.50,19.70,69.30,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,314.65,303.69,273.10,238.09,21.35,13.66,25.33,22.91,2.85,2.70,.14,21.63,19.50,1.28,.85,108.58,94.78,9.25,4.55,2.28,7.26,4.13,5.69,48.10,12.67,79.13,7.63,.00,2.56,52.51,9.11,1.28,43.76,2.74,7.97,9.82,2.28,2.42,.71,1.00,3.42,1.57,18.79,9.06,9.96,12.38,5.12,.57,.85,.85,18.93,6.26,1.14,.28,3.27,1.28,8.68,2.13,.43,1.14,.43,.43,.95,.85,.46,.43,1.71,1.71,70.97,29.03,36.94,46.01,17.05,40.11,49.45,10.44,.00,66.67,33.33,44.52,47.74,7.74,66.67,33.33,.00,44.59,48.16,7.25,45.98,45.71,8.31,42.86,48.98,8.16,37.50,59.72,2.78,,,34.62,50.00,15.38,55.56,22.22,22.22,17.22,16.37,.85,13.38,70.27,29.73,90.51,76.71,.14,81.63,18.37,74.21,25.79,15.23,5.90,1.71,2.95,3.26,2.17,.00,.31,5.04,1.33,2.19,.50,.00,.00,.00,.00,.00,.00,.00,.00,.28,.00,.00,12.31,59.56,53.20,1964.46,26.28,49.08,1696.57,1560.45,3775.82,5336.27,6.12,3.56,4.36,6.31,7.30,10.11,1.64,2.51,6.12,1.35,98.65,6.21,92.27,7.73,10.18,.05,5.22,100.00,100.00,100.00,1.14,1.14,.98,9.58
